integer_isbn,UserID,Rating
106,32773,9
17,32773,8
223,32773,8
244,32773,8
78,32773,7
397,33818,8
113,33818,9
240,33818,7
27,33818,8
463,33818,9
143,33818,8
153,33818,9
196,33818,9
166,33818,7
141,33818,9
24,33818,8
248,33818,7
12,33818,10
241,33818,6
56,33818,8
397,34300,5
21,34300,8
282,34300,7
191,34300,4
211,34300,8
16,34300,7
48,34300,5
297,34300,5
51,34300,8
343,34300,1
56,34300,4
339,34588,10
104,34588,2
289,34588,5
199,34588,8
465,34588,7
215,34588,7
355,34588,9
149,34588,5
20,34588,10
176,34588,5
297,34588,7
73,34588,8
47,34588,10
12,34588,9
223,34588,10
85,34588,9
146,35836,5
437,35836,10
133,35836,10
394,35836,2
66,35836,1
326,35836,2
168,35836,1
237,35836,3
182,35836,10
191,35836,3
17,35836,9
425,35836,2
258,35857,8
400,35857,10
399,35857,8
8,35857,6
469,35857,7
436,35857,5
253,35857,6
31,35857,3
117,35857,5
76,35857,9
16,35857,5
28,35857,8
407,35857,5
177,35857,8
74,35857,8
174,35857,7
15,35857,9
12,35857,9
36,35857,5
292,35859,8
339,35859,7
310,35859,9
104,35859,9
52,35859,8
8,35859,7
288,35859,7
307,35859,6
62,35859,10
367,35859,7
43,35859,8
286,35859,8
7,35859,10
131,35859,8
362,35859,3
125,35859,8
166,35859,7
254,35859,7
183,35859,8
129,35859,8
42,35859,7
460,35859,3
11,35859,10
321,35859,4
179,35859,9
65,35859,8
299,35859,6
90,35859,8
89,35859,8
210,35859,9
44,35859,6
177,35859,9
116,35859,7
345,35859,9
106,35859,10
276,35859,8
245,35859,7
0,35859,6
69,35859,8
68,35859,9
54,35859,9
36,35859,8
2,35859,10
4,35859,9
243,35859,10
63,35859,10
50,35859,9
56,35859,7
529,36003,9
53,36003,7
14,36003,8
45,36003,10
13,36003,10
31,36003,7
10,36003,10
39,36003,10
33,36003,10
38,36003,10
457,36003,10
408,36003,9
23,36003,10
188,36003,10
87,36003,10
79,36003,5
516,36606,5
22,36606,10
157,36606,10
514,36606,10
3,36606,5
369,36606,5
45,36606,10
219,36606,5
361,36606,5
93,36606,9
195,36606,8
59,36606,10
359,36606,8
37,36606,10
301,36606,10
250,36606,5
411,36606,5
457,36606,5
161,36606,5
380,36606,10
80,36606,5
189,36606,10
4,36606,10
86,36606,8
5,36606,9
402,36606,5
256,36807,10
156,36807,7
200,36807,3
365,36807,8
130,36807,8
462,36807,3
460,36807,5
214,36807,3
44,36807,8
28,36807,4
314,36807,7
0,36807,6
70,36807,7
88,36807,9
78,36807,10
471,36907,10
145,36907,9
187,36907,9
52,36907,8
22,36907,7
103,36907,10
144,36907,10
27,36907,10
325,36907,10
124,36907,10
33,36907,10
384,36907,10
350,36907,10
20,36907,10
122,36907,10
508,36907,10
476,36907,10
347,36907,8
375,36907,10
12,36907,4
312,36907,8
35,36907,10
87,36907,10
242,36907,10
77,36907,10
135,36907,10
85,36907,10
186,37208,5
45,37208,8
463,37208,10
38,37208,8
373,37208,8
159,37208,8
69,37208,8
94,37208,8
68,37208,8
54,37208,8
127,37538,8
506,37538,9
105,37538,7
337,37538,10
369,37538,10
108,37538,5
31,37538,6
509,37538,8
349,37538,6
107,37538,7
55,37538,9
375,37538,9
23,37538,9
36,37538,7
79,37538,5
310,37644,5
205,37644,9
364,37644,10
392,37644,9
128,37644,10
89,37644,8
122,37644,8
28,37644,10
190,37644,10
23,37644,6
294,37644,8
114,37644,8
340,37712,8
517,37712,9
337,37712,4
171,37712,7
62,37712,7
144,37712,8
14,37712,9
156,37712,10
126,37712,9
18,37712,7
66,37712,4
239,37712,9
9,37712,8
391,37712,8
124,37712,10
13,37712,10
123,37712,8
213,37712,10
140,37712,10
352,37712,7
249,37712,9
384,37712,8
91,37712,7
1,37712,6
428,37712,8
316,37712,10
16,37712,4
508,37712,7
264,37712,8
15,37712,8
295,37712,10
4,37712,9
86,37712,9
32,37712,10
342,37712,7
243,37712,10
241,37712,9
261,37712,10
29,37712,9
260,37712,10
50,37712,10
529,37950,7
206,37950,6
105,37950,3
528,37950,10
308,37950,9
3,37950,9
438,37950,5
466,37950,9
395,37950,4
170,37950,9
61,37950,8
154,37950,6
130,37950,9
282,37950,8
153,37950,7
184,37950,7
125,37950,7
461,37950,6
252,37950,5
13,37950,9
357,37950,7
117,37950,7
37,37950,4
213,37950,10
25,37950,7
11,37950,6
49,37950,8
354,37950,7
385,37950,7
457,37950,7
76,37950,9
319,37950,8
350,37950,8
209,37950,9
17,37950,5
137,37950,7
57,37950,8
244,37950,6
207,38023,10
105,38023,9
309,38023,8
3,38023,10
369,38023,8
240,38023,10
413,38023,9
61,38023,9
239,38023,10
40,38023,7
345,38023,10
106,38023,9
46,38023,7
335,38273,5
364,38273,10
198,38273,5
360,38273,7
324,38273,5
496,38273,5
251,38273,10
26,38273,5
95,38273,5
321,38273,9
386,38273,7
354,38273,5
313,38273,10
12,38273,7
159,38273,9
69,38273,7
94,38273,5
34,38273,5
471,39281,8
103,39281,9
6,39281,10
237,39281,7
234,39281,8
359,39281,9
108,39281,9
161,39281,5
248,39281,8
1,39281,10
318,39281,9
89,39281,8
229,39281,10
16,39281,9
177,39281,9
402,39281,5
443,39281,8
370,39345,6
485,39345,8
118,39345,7
117,39345,10
71,39345,10
37,39345,8
11,39345,10
180,39345,9
161,39345,8
1,39345,9
89,39345,10
492,39345,4
3,39467,6
415,39467,10
66,39467,7
520,39467,6
26,39467,6
83,39467,9
117,39467,7
76,39467,10
317,39467,9
427,39467,7
263,39467,10
420,39467,9
35,39467,10
462,40415,6
391,40415,10
360,40415,6
237,40415,6
124,40415,7
10,40415,7
411,40415,7
430,40415,2
266,40415,6
116,40415,6
245,40415,5
2,40415,8
225,40415,7
292,40889,9
206,40889,10
400,40889,9
22,40889,5
291,40889,8
201,40889,7
333,40889,8
271,40889,7
366,40889,10
329,40889,8
485,40889,6
500,40889,7
363,40889,8
218,40889,10
304,40889,10
253,40889,8
84,40889,10
322,40889,8
214,40889,6
95,40889,8
58,40889,10
37,40889,8
249,40889,5
20,40889,10
409,40889,9
316,40889,8
176,40889,4
160,40889,5
72,40889,10
5,40889,9
8,40943,10
113,40943,8
21,40943,5
364,40943,10
326,40943,7
239,40943,10
479,40943,10
212,40943,10
55,40943,10
228,40943,10
87,40943,10
398,41084,8
134,41084,9
156,41084,8
37,41084,7
76,41084,9
509,41084,8
449,41084,7
15,41084,9
138,41084,8
69,41084,8
403,41084,8
293,41084,7
97,41455,5
103,41455,8
364,41455,9
302,41455,7
235,41455,5
358,41455,9
191,41455,8
278,41455,5
246,41455,6
2,41455,9
56,41455,9
53,41781,6
22,41781,9
466,41781,8
395,41781,10
500,41781,8
269,41781,5
42,41781,5
26,41781,9
0,41781,10
275,41781,7
447,41781,9
50,41781,10
14,41841,6
503,41841,9
59,41841,3
268,41841,5
118,41841,9
95,41841,9
75,41841,7
348,41841,7
16,41841,8
44,41841,3
74,41841,6
278,41841,3
172,41841,7
36,41841,6
88,41841,7
56,41841,7
419,43246,9
67,43246,9
205,43246,9
220,43246,7
289,43246,5
3,43246,8
14,43246,10
43,43246,9
101,43246,5
511,43246,9
255,43246,9
216,43246,8
129,43246,9
496,43246,9
42,43246,9
92,43246,9
84,43246,9
59,43246,9
180,43246,8
65,43246,8
248,43246,7
20,43246,10
379,43246,7
89,43246,10
16,43246,8
406,43246,8
74,43246,9
121,43246,8
405,43246,8
296,43246,9
228,43246,7
227,43246,6
51,43246,9
69,43246,5
57,43246,10
80,43246,7
262,43246,8
448,43246,9
294,43246,10
32,43246,8
260,43246,9
62,43481,9
21,43481,8
132,43481,8
123,43481,10
82,43481,9
48,43481,6
314,43481,5
407,43481,5
88,43481,9
274,43481,9
513,43619,5
185,43619,10
6,43619,10
252,43619,10
92,43619,6
151,43619,8
118,43619,9
83,43619,10
95,43619,9
192,43619,8
180,43619,7
178,43619,9
177,43619,10
450,43619,8
19,43619,9
53,43687,6
202,43687,8
272,43687,9
368,43687,6
18,43687,7
43,43687,9
327,43687,8
154,43687,7
111,43687,8
378,43687,5
73,43687,7
15,43687,7
109,43687,8
17,43687,8
41,43687,7
115,43687,9
54,43687,9
2,43687,8
447,43687,7
104,43842,8
97,43842,10
171,43842,10
219,43842,10
499,43842,8
462,43842,8
253,43842,8
84,43842,10
40,43842,10
299,43842,4
454,43842,10
229,43842,5
16,43842,5
48,43842,3
47,43842,10
172,43842,6
51,43842,10
69,43842,10
46,43842,10
36,43842,5
136,43842,10
262,43842,10
188,43842,5
294,43842,10
50,43842,5
207,43910,8
204,43910,8
8,43910,8
144,43910,9
113,43910,7
21,43910,10
286,43910,8
501,43910,10
6,43910,8
192,43910,8
179,43910,9
351,43910,9
320,43910,7
344,43910,9
64,43910,7
263,43910,8
259,43910,10
292,44252,10
97,44252,9
203,44252,10
334,44252,10
43,44252,6
130,44252,10
167,44252,10
483,44252,10
323,44252,10
0,44252,10
57,44252,6
2,44252,10
470,44728,9
18,44728,9
486,44728,5
66,44728,10
131,44728,10
238,44728,10
236,44728,10
430,44728,8
421,44728,9
243,44728,10
504,44852,3
322,44852,7
213,44852,9
140,44852,10
91,44852,6
139,44852,8
407,44852,7
298,44852,8
12,44852,7
19,44852,5
158,44893,6
490,44893,8
307,44893,7
302,44893,8
357,44893,9
378,44893,7
451,44893,8
88,44893,8
371,44893,7
77,44893,5
471,46398,6
292,46398,5
127,46398,5
105,46398,4
441,46398,10
309,46398,7
102,46398,9
201,46398,5
513,46398,6
170,46398,7
61,46398,6
131,46398,7
219,46398,7
365,46398,10
198,46398,7
9,46398,6
391,46398,10
59,46398,4
359,46398,8
388,46398,9
479,46398,8
410,46398,6
318,46398,7
20,46398,3
316,46398,9
231,46398,9
44,46398,8
28,46398,9
407,46398,6
15,46398,8
47,46398,10
190,46398,9
228,46398,7
0,46398,6
70,46398,8
420,46398,7
312,46398,10
35,46398,9
88,46398,7
342,46398,4
446,46398,5
259,46398,10
67,46443,8
146,46443,9
62,46443,8
13,46443,9
128,46443,8
301,46443,9
212,46443,10
4,46443,10
86,46443,8
63,46443,8
260,46443,10
98,46443,9
436,46909,7
43,46909,10
499,46909,9
461,46909,10
235,46909,8
151,46909,8
182,46909,8
194,46909,8
58,46909,7
386,46909,8
455,46909,10
210,46909,7
313,46909,8
474,46909,9
115,46909,10
373,46909,9
275,46909,10
136,46909,10
262,46909,9
53,47316,10
310,47316,10
104,47316,10
466,47316,9
367,47316,10
464,47316,9
154,47316,9
215,47316,8
123,47316,9
30,47316,10
49,47316,10
137,47316,8
518,47316,10
308,48025,8
282,48025,9
303,48025,9
481,48025,10
129,48025,8
237,48025,8
151,48025,7
26,48025,8
322,48025,9
193,48025,8
37,48025,9
30,48025,7
150,48025,9
16,48025,6
477,48025,8
46,48025,9
441,48046,6
418,48046,9
289,48046,7
440,48046,5
144,48046,5
21,48046,9
329,48046,8
217,48046,6
483,48046,7
480,48046,3
1,48046,10
232,48046,8
139,48046,5
41,48046,7
35,48046,10
99,48046,8
259,48046,10
341,48046,10
206,48494,10
53,48494,10
220,48494,10
8,48494,10
3,48494,10
154,48494,10
218,48494,10
84,48494,5
118,48494,9
11,48494,8
478,48494,7
279,48494,10
176,48494,10
209,48494,10
242,48494,10
308,49225,9
396,49225,8
7,49225,8
376,49225,8
176,49225,10
209,49225,6
120,49225,10
72,49225,10
403,49225,10
63,49225,8
53,49460,8
506,49460,9
119,49460,9
335,49460,8
199,49460,9
328,49460,9
130,49460,8
167,49460,9
432,49460,5
356,49460,9
147,49460,7
344,49460,9
64,49460,9
420,49460,10
226,49460,9
472,49460,10
78,49460,7
114,49460,9
307,50895,7
368,50895,10
129,50895,8
151,50895,9
281,50895,8
429,50895,9
351,50895,9
1,50895,10
450,50895,5
0,50895,9
88,50895,6
399,51450,10
306,51450,9
269,51450,9
168,51450,9
497,51450,10
42,51450,10
55,51450,10
421,51450,10
54,51450,10
4,51450,8
79,51450,6
56,51450,7
158,51526,6
505,51526,9
171,51526,10
201,51526,10
9,51526,10
282,51526,5
268,51526,9
100,51526,8
191,51526,7
277,51526,5
263,51526,3
343,51526,10
244,51526,6
403,51526,3
50,51526,5
127,51742,2
289,51742,8
112,51742,7
66,51742,7
131,51742,7
238,51742,8
183,51742,8
152,51742,8
321,51742,2
427,51742,8
264,51742,5
294,51742,9
260,51742,8
45,52350,8
327,52350,10
10,52350,9
100,52350,9
33,52350,8
38,52350,5
232,52350,9
173,52350,9
209,52350,9
46,52350,9
187,52584,9
220,52584,8
52,52584,7
8,52584,10
288,52584,8
171,52584,9
203,52584,8
101,52584,7
270,52584,8
143,52584,10
6,52584,8
84,52584,7
181,52584,10
110,52584,9
90,52584,9
279,52584,10
406,52584,10
376,52584,7
228,52584,9
0,52584,9
12,52584,9
79,52584,10
293,52584,10
52,52917,7
183,52917,7
93,52917,8
324,52917,6
118,52917,6
231,52917,5
453,52917,5
160,52917,7
446,52917,8
5,52917,4
528,53174,7
113,53174,9
169,53174,9
326,53174,10
184,53174,10
236,53174,10
59,53174,10
141,53174,7
268,53174,10
213,53174,10
140,53174,10
40,53174,10
1,53174,10
44,53174,10
176,53174,10
190,53174,10
209,53174,9
41,53174,9
491,53174,9
245,53174,8
12,53174,10
46,53174,10
2,53174,10
271,53220,8
394,53220,9
112,53220,8
131,53220,9
183,53220,10
129,53220,10
237,53220,10
42,53220,10
252,53220,10
433,53220,7
182,53220,10
194,53220,10
234,53220,10
142,53220,10
141,53220,10
387,53220,10
118,53220,10
83,53220,10
321,53220,8
161,53220,6
149,53220,8
89,53220,8
493,53220,7
474,53220,10
145,53241,8
199,53241,7
192,53241,7
81,53241,9
2,53241,8
311,53241,8
77,53241,8
114,53241,7
34,53241,9
221,53241,8
489,53418,10
187,53418,8
326,53418,2
6,53418,9
117,53418,9
71,53418,9
250,53418,8
176,53418,7
15,53418,9
422,53418,9
524,53418,9
5,53418,8
368,53456,8
18,53456,10
327,53456,8
9,53456,8
391,53456,5
197,53456,6
93,53456,8
163,53456,10
17,53456,9
51,53456,6
80,53456,7
515,53590,8
331,53590,8
384,53590,8
494,53590,8
427,53590,9
121,53590,8
47,53590,9
526,53590,8
274,53590,8
19,53590,10
340,53614,9
335,53614,7
202,53614,9
334,53614,8
367,53614,10
215,53614,10
252,53614,9
83,53614,10
58,53614,10
181,53614,7
117,53614,8
37,53614,10
11,53614,10
149,53614,8
494,53614,10
17,53614,10
53,54335,8
368,54335,8
18,54335,8
285,54335,8
284,54335,8
195,54335,8
92,54335,10
387,54335,8
26,54335,8
10,54335,10
411,54335,10
351,54335,8
473,54335,8
105,55187,6
146,55187,10
397,55187,8
289,55187,10
14,55187,10
201,55187,7
43,55187,10
6,55187,8
42,55187,10
359,55187,9
13,55187,10
76,55187,8
518,55187,10
244,55187,5
341,55187,10
444,55187,8
505,55490,10
365,55490,9
167,55490,10
282,55490,5
196,55490,10
166,55490,8
215,55490,9
151,55490,9
194,55490,10
142,55490,10
267,55490,10
454,55490,10
148,55490,10
73,55490,7
175,55490,9
17,55490,7
41,55490,10
475,55490,5
208,55490,9
470,55492,7
292,55492,9
310,55492,9
535,55492,7
502,55492,7
7,55492,10
239,55492,10
9,55492,8
124,55492,6
108,55492,7
10,55492,9
39,55492,10
33,55492,10
38,55492,10
212,55492,10
161,55492,9
248,55492,9
279,55492,10
474,55492,9
80,55492,4
448,55492,6
78,55492,10
447,55492,10
56,55492,5
258,55493,8
127,55493,7
516,55493,9
111,55493,10
216,55493,7
252,55493,10
55,55493,10
232,55493,6
16,55493,7
28,55493,9
475,55493,8
421,55493,8
97,55799,8
399,55799,7
417,55799,8
27,55799,7
254,55799,6
253,55799,7
118,55799,7
123,55799,6
213,55799,6
452,55799,7
47,55799,10
69,55799,7
2,55799,9
188,55799,7
157,55927,9
440,55927,10
14,55927,8
18,55927,10
155,55927,10
327,55927,9
1,55927,10
426,55927,10
0,55927,9
34,55927,7
105,56399,5
154,56399,10
111,56399,10
511,56399,10
531,56399,10
520,56399,10
255,56399,8
197,56399,10
357,56399,10
76,56399,7
350,56399,6
279,56399,10
15,56399,10
47,56399,9
190,56399,10
244,56399,10
310,56447,9
104,56447,6
440,56447,7
133,56447,10
21,56447,8
7,56447,7
498,56447,8
301,56447,8
49,56447,8
247,56447,8
148,56447,7
298,56447,7
519,56447,7
64,56447,7
0,56447,8
36,56447,7
311,56447,6
244,56447,8
221,56447,8
5,56447,8
204,56554,10
290,56554,10
288,56554,10
27,56554,7
153,56554,9
197,56554,10
84,56554,9
59,56554,10
212,56554,10
161,56554,9
351,56554,9
248,56554,9
455,56554,9
189,56554,9
4,56554,10
79,56554,6
158,56804,6
517,56804,7
145,56804,5
14,56804,7
6,56804,5
13,56804,10
320,56804,6
47,56804,10
420,56804,1
32,56804,6
77,56804,7
5,56804,6
134,56856,10
203,56856,10
240,56856,7
391,56856,9
362,56856,7
6,56856,8
58,56856,7
117,56856,10
71,56856,8
37,56856,9
25,56856,7
11,56856,7
76,56856,5
453,56856,7
23,56856,9
85,56856,8
338,56959,10
102,56959,10
202,56959,8
126,56959,10
43,56959,10
155,56959,10
131,56959,10
164,56959,10
128,56959,10
33,56959,10
321,56959,5
352,56959,9
408,56959,8
64,56959,10
0,56959,8
46,56959,10
489,57105,9
157,57105,10
168,57105,7
255,57105,10
179,57105,10
1,57105,9
73,57105,9
209,57105,9
80,57105,9
507,57105,8
436,57398,5
7,57398,10
13,57398,8
140,57398,10
250,57398,10
49,57398,10
385,57398,10
162,57398,8
150,57398,8
247,57398,9
175,57398,9
346,57398,8
173,57398,10
120,57398,10
5,57398,8
56,57398,9
134,57599,9
370,57599,6
256,57599,9
272,57599,10
21,57599,3
286,57599,10
124,57599,10
1,57599,10
20,57599,10
16,57599,3
422,57599,9
203,59150,7
366,59150,8
328,59150,7
117,59150,8
30,59150,8
140,59150,10
250,59150,10
316,59150,8
23,59150,8
443,59150,5
364,59172,10
168,59172,8
363,59172,8
143,59172,5
184,59172,10
125,59172,7
166,59172,10
234,59172,10
13,59172,10
376,59172,7
176,59172,10
506,60050,8
105,60050,2
522,60050,8
8,60050,9
45,60050,10
108,60050,10
31,60050,9
192,60050,6
51,60050,10
36,60050,5
419,60244,10
53,60244,9
517,60244,10
104,60244,5
146,60244,9
145,60244,8
187,60244,9
52,60244,8
309,60244,9
398,60244,9
204,60244,7
186,60244,9
336,60244,8
8,60244,8
103,60244,8
102,60244,9
3,60244,8
202,60244,7
113,60244,7
369,60244,9
156,60244,7
43,60244,9
331,60244,8
330,60244,8
101,60244,8
61,60244,9
364,60244,10
270,60244,8
167,60244,9
391,60244,9
197,60244,4
482,60244,3
152,60244,9
165,60244,9
360,60244,8
302,60244,8
216,60244,9
164,60244,10
193,60244,7
301,60244,9
267,60244,8
352,60244,10
249,60244,8
91,60244,8
383,60244,7
75,60244,8
107,60244,8
16,60244,7
265,60244,7
298,60244,9
116,60244,6
451,60244,9
405,60244,9
347,60244,9
106,60244,9
173,60244,10
72,60244,10
228,60244,8
277,60244,8
23,60244,7
81,60244,8
115,60244,9
159,60244,7
57,60244,9
54,60244,9
36,60244,8
2,60244,7
4,60244,8
188,60244,8
87,60244,8
86,60244,8
79,60244,8
29,60244,7
5,60244,8
56,60244,8
85,60244,8
22,60621,9
43,60621,10
464,60621,5
112,60621,10
154,60621,9
123,60621,10
411,60621,10
161,60621,8
69,60621,10
57,60621,10
136,60621,10
97,61427,8
62,61427,8
200,61427,8
461,61427,6
192,61427,8
179,61427,8
91,61427,8
55,61427,7
82,61427,6
86,61427,9
67,62542,10
484,62542,5
129,62542,8
42,62542,8
249,62542,7
1,62542,10
227,62542,5
159,62542,7
275,62542,7
262,62542,10
77,62542,5
471,62862,8
207,62862,9
257,62862,10
204,62862,9
468,62862,7
18,62862,8
6,62862,10
195,62862,7
118,62862,7
233,62862,7
249,62862,5
55,62862,8
210,62862,8
16,62862,8
74,62862,8
227,62862,8
0,62862,6
36,62862,8
2,62862,10
224,62862,7
274,62862,5
261,62862,8
19,62862,10
5,62862,6
292,62891,9
134,62891,3
201,62891,6
334,62891,6
415,62891,10
108,62891,7
181,62891,5
40,62891,7
280,62891,6
246,62891,7
174,62891,7
346,62891,8
15,62891,8
138,62891,8
0,62891,6
32,62891,9
404,62891,8
311,62891,10
222,62891,9
402,62891,8
505,63394,10
332,63394,10
66,63394,7
219,63394,10
143,63394,9
195,63394,5
431,63394,8
76,63394,9
109,63394,10
29,63394,9
257,63854,8
27,63854,7
512,63854,7
429,63854,8
410,63854,9
351,63854,8
0,63854,9
94,63854,6
68,63854,7
57,63854,6
54,63854,6
136,63854,7
417,63956,10
365,63956,9
325,63956,9
359,63956,8
350,63956,9
190,63956,8
72,63956,10
423,63956,9
244,63956,8
85,63956,8
67,64436,7
399,64436,8
204,64436,8
461,64436,7
161,64436,5
75,64436,8
149,64436,9
231,64436,9
48,64436,10
28,64436,6
74,64436,3
147,64436,7
47,64436,8
426,64436,9
343,64436,9
63,64436,7
50,64436,7
56,64436,9
105,65258,6
289,65258,7
203,65258,5
18,65258,6
108,65258,7
90,65258,7
346,65258,9
72,65258,10
81,65258,9
88,65258,7
223,65258,9
368,65584,10
367,65584,8
329,65584,9
181,65584,9
71,65584,8
40,65584,10
75,65584,10
349,65584,10
90,65584,10
477,65584,9
313,65584,7
447,65584,9
158,66574,8
523,66574,6
506,66574,6
202,66574,7
415,66574,10
217,66574,8
166,66574,8
216,66574,9
478,66574,9
76,66574,6
249,66574,8
263,66574,9
530,66680,5
469,66680,6
156,66680,6
392,66680,5
166,66680,6
253,66680,5
432,66680,6
386,66680,7
385,66680,7
192,66680,5
91,66680,6
75,66680,5
299,66680,7
211,66680,5
265,66680,8
158,66942,1
127,66942,8
205,66942,7
145,66942,2
52,66942,10
203,66942,4
156,66942,8
133,66942,7
27,66942,8
7,66942,9
125,66942,8
13,66942,10
181,66942,6
10,66942,7
39,66942,9
33,66942,9
49,66942,9
280,66942,10
82,66942,6
232,66942,9
348,66942,10
298,66942,6
15,66942,9
0,66942,8
46,66942,7
225,66942,8
4,66942,7
77,66942,7
369,67591,8
271,67591,8
27,67591,8
101,67591,7
6,67591,8
44,67591,5
298,67591,9
375,67591,9
277,67591,8
70,67591,8
19,67591,10
53,67840,10
466,67840,10
331,67840,9
101,67840,10
165,67840,10
429,67840,5
1,67840,10
348,67840,7
191,67840,9
116,67840,10
159,67840,10
186,68555,9
133,68555,9
286,68555,9
326,68555,8
498,68555,7
495,68555,5
59,68555,8
432,68555,5
358,68555,5
26,68555,4
83,68555,7
95,68555,7
58,68555,7
71,68555,7
37,68555,7
213,68555,5
25,68555,8
140,68555,10
161,68555,9
1,68555,10
2,68555,10
343,68555,9
32,68555,4
223,68555,8
243,68555,8
5,68555,10
310,68984,8
205,68984,9
52,68984,5
97,68984,9
18,68984,8
363,68984,7
250,68984,6
509,68984,1
1,68984,10
15,68984,5
72,68984,3
85,68984,6
489,69078,7
8,69078,6
134,69078,9
203,69078,7
62,69078,8
3,69078,8
334,69078,8
415,69078,9
156,69078,8
21,69078,7
365,69078,6
167,69078,8
361,69078,8
165,69078,8
456,69078,9
249,69078,8
266,69078,6
428,69078,9
379,69078,7
265,69078,8
116,69078,9
508,69078,9
106,69078,9
0,69078,7
226,69078,8
36,69078,5
312,69078,9
518,69078,9
311,69078,9
99,69078,8
208,69078,9
401,69078,8
98,69078,8
341,69078,8
444,69078,7
126,69156,9
112,69156,7
61,69156,7
66,69156,7
10,69156,8
1,69156,6
54,69156,9
275,69156,7
136,69156,8
262,69156,8
63,69156,9
310,69389,8
307,69389,8
438,69389,8
43,69389,9
45,69389,8
170,69389,8
112,69389,8
61,69389,8
66,69389,8
131,69389,8
198,69389,8
239,69389,8
42,69389,8
10,69389,8
39,69389,8
33,69389,8
38,69389,8
377,69389,9
70,69389,9
94,69389,9
68,69389,9
57,69389,9
54,69389,9
275,69389,8
80,69389,9
136,69389,9
262,69389,9
259,69389,8
67,69971,8
187,69971,10
220,69971,10
52,69971,8
515,69971,8
435,69971,9
124,69971,6
268,69971,5
26,69971,3
140,69971,1
65,69971,9
318,69971,4
316,69971,7
451,69971,8
176,69971,4
519,69971,10
426,69971,10
263,69971,7
35,69971,8
4,69971,9
145,70052,7
220,70052,9
52,70052,6
512,70052,5
93,70052,10
6,70052,8
141,70052,8
123,70052,8
25,70052,6
430,70052,6
0,70052,10
88,70052,7
419,70594,8
53,70594,9
67,70594,10
18,70594,8
435,70594,9
161,70594,7
351,70594,8
248,70594,7
1,70594,9
231,70594,10
449,70594,7
15,70594,8
473,70594,8
97,70666,9
185,70666,5
155,70666,7
413,70666,9
362,70666,8
196,70666,10
433,70666,7
495,70666,5
59,70666,5
83,70666,7
96,70666,7
95,70666,9
117,70666,6
71,70666,10
30,70666,9
24,70666,9
20,70666,10
297,70666,6
449,70666,5
246,70666,5
174,70666,6
346,70666,5
15,70666,7
138,70666,8
23,70666,9
222,70666,5
240,71752,7
185,71752,8
164,71752,10
123,71752,7
297,71752,6
15,71752,8
109,71752,9
17,71752,10
188,71752,9
87,71752,8
340,73044,7
288,73044,7
3,73044,10
200,73044,7
331,73044,8
101,73044,6
327,73044,8
461,73044,6
92,73044,8
460,73044,9
20,73044,5
90,73044,8
211,73044,7
74,73044,7
47,73044,8
12,73044,7
80,73044,8
189,73044,8
2,73044,10
343,73044,6
4,73044,9
87,73044,8
223,73044,6
19,73044,9
306,73651,5
269,73651,6
168,73651,5
363,73651,5
218,73651,5
305,73651,5
304,73651,5
497,73651,6
478,73651,7
147,73651,9
52,73681,7
396,73681,9
3,73681,7
202,73681,9
201,73681,9
333,73681,7
185,73681,9
45,73681,10
328,73681,7
154,73681,6
153,73681,9
125,73681,9
281,73681,8
100,73681,10
33,73681,10
38,73681,10
354,73681,9
353,73681,9
178,73681,8
65,73681,9
1,73681,7
494,73681,9
210,73681,9
35,73681,9
221,73681,9
103,74286,9
21,74286,7
366,74286,7
219,74286,9
60,74286,8
392,74286,6
462,74286,9
26,74286,8
179,74286,9
407,74286,6
74,74286,8
172,74286,8
23,74286,7
4,74286,4
88,74286,6
523,75149,9
53,75149,6
506,75149,7
67,75149,7
9,75149,10
140,75149,7
456,75149,10
12,75149,7
448,75149,6
35,75149,7
4,75149,9
404,75149,10
50,75149,6
19,75149,7
208,75149,8
337,75591,10
441,75591,10
113,75591,10
256,75591,9
156,75591,10
126,75591,9
199,75591,5
331,75591,9
101,75591,10
7,75591,10
328,75591,9
217,75591,9
482,75591,10
361,75591,10
216,75591,9
124,75591,8
267,75591,8
38,75591,10
179,75591,10
352,75591,7
212,75591,10
65,75591,7
384,75591,8
280,75591,8
232,75591,7
16,75591,6
315,75591,8
147,75591,9
277,75591,8
295,75591,9
342,75591,8
34,75591,7
402,75591,9
85,75591,10
22,75819,6
186,75819,7
416,75819,8
439,75819,10
133,75819,5
45,75819,9
391,75819,10
83,75819,9
96,75819,7
40,75819,9
10,75819,10
39,75819,7
38,75819,7
161,75819,10
1,75819,10
149,75819,8
380,75819,5
453,75819,5
346,75819,9
23,75819,2
0,75819,9
473,75819,9
403,75819,10
416,76151,10
335,76151,5
307,76151,10
14,76151,1
169,76151,10
431,76151,10
75,76151,10
149,76151,10
20,76151,10
0,76151,10
70,76151,10
69,76151,10
275,76151,10
136,76151,10
262,76151,10
528,76223,9
439,76223,7
330,76223,8
45,76223,9
511,76223,9
268,76223,10
40,76223,7
100,76223,8
33,76223,7
38,76223,7
246,76223,8
15,76223,8
190,76223,10
72,76223,9
80,76223,8
403,76223,8
441,76499,10
504,76499,10
27,76499,5
503,76499,10
155,76499,10
217,76499,5
268,76499,10
251,76499,10
267,76499,10
352,76499,5
453,76499,5
375,76499,10
448,76499,5
86,76499,10
401,76499,5
291,76626,5
515,76626,9
